rank,workers,company,state_s,city,metro,growth,revenue,industry,yrs_on_list
619,104,BayRu,IL,Morton Grove,Chicago,754.2854,27388108,Retail,3
620,15,EyeMD EMR Healthcare Systems,FL,Bonita Springs,Naples-Marco Island FL,753.9595,2384383,IT Services,1
621,93,Pluralsight,UT,Layton,Ogden-Clearfield UT,753.8939,28501656,Education,2
622,159,mophie,CA,Tustin,Los Angeles,750.5427,215393724,Consumer Products & Services,3
623,53,Joule Energy,LA,New Orleans,New Orleans-Metairie-Kenner LA,749.8454,12462915,Energy,1
624,33,ZOG Digital,AZ,Scottsdale,Phoenix,748.0046,2846692,Advertising & Marketing,1
625,20,iCube CSI,FL,Jacksonville,Jacksonville FL,747.273,3253740,IT Services,1
626,49,Greenphire,PA,King of Prussia,Philadelphia,744.9564,6785000,Software,2
627,175,Branding Brand,PA,Pittsburgh,Pittsburgh PA,744.3667,12130721,Software,2
628,70,Quality Management Solutions,MA,Wakefield,Philadelphia,741.1839,17282821,IT Services,3
629,206,Kendra Scott,TX,Austin,Austin,740.7748,11602692,Retail,2
630,12,Dicks Nanton Agency,FL,Orlando,Orlando FL,740.6266,3103047,Advertising & Marketing,1
631,725,TaskUs,CA,Santa Monica,Los Angeles,739.0994,6243017,Business Products & Services,2
632,94,Glover Services,UT,Bluffdale,Salt Lake City,738.4579,16050088,Construction,2
633,30,Dime,GA,Cumming,Atlanta,736.441,2140645,Business Products & Services,1
634,30,The Premier Group Staffing,CO,Denver,Denver,734.6353,13657622,Human Resources,3
635,465,Opower,VA,Arlington,Washington DC,733.9883,88703000,Energy,1
636,56,The Rinaldi Group,NJ,Secaucus,New York City,733.0678,75469081,Construction,1
637,11,SiiBER,IN,Fort Wayne,Fort Wayne IN,732.4662,2368691,Consumer Products & Services,2
638,130,MobileOne,CA,San Diego,San Diego,729.823,59079647,Retail,2
639,58,7Summits,WI,Milwaukee,Milwaukee-Waukesha-West Allis WI,727.6076,10248000,Business Products & Services,1
640,65,Signature Consulting Group,MD,Windsor Mill,Baltimore,727.3235,15381665,IT Services,2
641,35,OrangePeople,CA,Irvine,Los Angeles,726.5997,4573171,IT Services,1
642,6,McGregor Homes,OK,Edmond,Oklahoma City OK,726.2162,6114000,Real Estate,1
643,41,Camp Gladiator,TX,Austin,Austin,724.6445,6786000,Consumer Products & Services,2
644,20,Kings Capital Construction,NY,White Plains,New York City,713.939,6472728,Construction,1
645,85,iUnlimited Investigative Services,CA,Sacramento,Sacramento--Arden-Arcade--Roseville CA,712.5619,5173330,Security,2
646,14,Boost Software,MA,Boston,Boston,711.0722,11566441,Software,1
647,148,Cardinal Group Management,CO,Denver,Denver,710.4798,46638997,Real Estate,1
648,13,Defense Engineering,OH,Beavercreek,Dayton OH,708.9784,3746646,Government Services,1
649,18,W&R Studios,CA,Huntington Beach,Los Angeles,708.1784,2344170,Software,1
650,434,Acquia,MA,Burlington,Boston,707.5023,71007265,Software,3
651,54,Vivo Clothing,ID,Coeur d'Alene,Coeur d'Alene ID,707.1836,3601968,Retail,2
652,434,Saratoga Roofing & Construction,OK,Oklahoma City,Oklahoma City OK,706.0034,54125468,Construction,3
653,500,George Street Photo & Video,IL,Chicago,Chicago,703.5961,18447103,Consumer Products & Services,2
654,25,AllPure Technologies,PA,New Oxford,Philadelphia,703.4112,2944992,Manufacturing,1
655,16,Neya Systems,PA,Wexford,Pittsburgh PA,702.9335,3063400,Engineering,1
656,45,Nicholas Pension Consultants,CA,Rancho Cordova,Sacramento--Arden-Arcade--Roseville CA,702.715,4196530,Financial Services,1
657,109,Oslo Solutions,WA,Issaquah,Seattle,702.3287,8279318,IT Services,1
658,27,Modern Everyday,CA,Alhambra,Los Angeles,700.4152,9300320,Retail,3
659,60,Fora Financial,NY,New York,New York City,698.1928,18418300,Financial Services,1
660,28,JumpForward,IL,Chicago,Chicago,696.8407,2779500,Software,1
661,13,The Dagit Group,PA,King of Prussia,Philadelphia,695.6444,14202252,Construction,3
662,772,Nexius,TX,Allen,Dallas,694.2351,183195157,Telecommunications,6
663,26,Custom Cable,FL,Tampa,Tampa,690.6167,22901344,Manufacturing,2
664,61,Tower Cloud,FL,St. Petersburg,Tampa,689.2431,27239756,Telecommunications,2
665,12,Express Chem,MO,St. Louis,St. Louis MO-IL,688.5959,2999945,Environmental Services,2
666,30,inviCRO,MA,Boston,Boston,686.8939,8207901,Health,2
667,94,eXelate,NY,New York,New York City,686.5864,28089000,Advertising & Marketing,1
668,174,InfoFree,CA,San Mateo,San Francisco,685.4603,7509000,Business Products & Services,2
669,40,RealSelf,WA,Seattle,Seattle,682.2904,7436640,Health,3
670,45,Benzara,IL,Naperville,Chicago,681.9754,5779236,Consumer Products & Services,2
671,43,Clear Title Agency of Arizona,AZ,Phoenix,Phoenix,680.2286,6827000,Real Estate,2
672,34,Dice Communications,NE,Omaha,Omaha-Council Bluffs NE-IA,676.9298,7671350,Telecommunications,1
673,78,WordStream,MA,Boston,Boston,676.7654,6580182,Advertising & Marketing,2
674,92,DiscoverOrg,WA,Vancouver,Portland OR,675.1355,21590221,Business Products & Services,4
675,120,Credence Management Solutions,DC,Washington,Washington DC,674.2122,21929794,Government Services,3
676,4,KitOrder,CA,Sausalito,San Francisco,674.1156,4185860,Software,1
677,85,3Q Digital,CA,San Mateo,San Francisco,670.6046,9642752,Advertising & Marketing,1
678,29,SeniorHomes.com,WA,Seattle,Seattle,670.2773,2408295,Health,1
679,38,AirSage,GA,Atlanta,Atlanta,669.3265,9812221,Software,2
680,80,ProvidaStaff,NC,Huntersville,Charlotte,667.2473,3175491,Health,1
681,195,ERP International,MD,Laurel,Washington DC,666.3545,32731000,Government Services,2
682,13,Category Five Technologies,MI,Livonia,Detroit,665.5847,8038992,Retail,1
683,17,Regatta Solutions,CA,San Juan Capistrano,Los Angeles,661.4981,11027178,Energy,1
684,18,Barney Butter,CA,Fresno,Fresno CA,661.0333,8691000,Food & Beverage,1
685,23,JJ Virgin & Associates,CA,Rancho Mirage,Riverside-San Bernardino-Ontario CA,660.0068,6074970,Health,1
686,90,Dane Street,MA,Boston,Boston,659.6826,13468337,Health,2
687,16,TigerFitness.com,OH,Mason,Cincinnati,659.0239,5646371,Retail,3
688,32,Nextility,DC,Washington,Washington DC,658.3785,2966898,Energy,1
689,25,ReTargeter,CA,San Francisco,San Francisco,657.753,8161000,Advertising & Marketing,2
690,30,Mediafly,IL,Chicago,Chicago,657.1875,2423000,Software,1
691,60,VizExplorer,CA,San Diego,San Diego,656.2322,5424000,Software,1
692,40,Keylingo Translations,GA,Atlanta,Atlanta,655.9779,3451984,Business Products & Services,1
693,138,Vantage Media Marketplaces,CA,El Segundo,Los Angeles,655.7295,118778000,Advertising & Marketing,2
694,6,Southern Point,AL,Enterprise,Enterprise-Ozark AL,654.4817,2199050,Consumer Products & Services,1
695,56,Orange Leaf Frozen Yogurt,OK,Oklahoma City,Oklahoma City OK,652.9412,26880000,Food & Beverage,1
696,11,All American Lending,CA,Newport Beach,Los Angeles,652.7505,2819668,Financial Services,1
697,24,Transformyx,LA,Baton Rouge,Baton Rouge LA,651.6402,8157333,IT Services,1
698,54,Five Stones Research,AL,Brownsboro,Huntsville AL,649.5907,7961703,Government Services,2
699,1,First Flight Solutions,NC,Emerald Isle,Morehead City NC,649.0447,4269742,Logistics & Transportation,2
700,180,SPARC,SC,Charleston,Charleston-North Charleston SC,645.7488,20363237,Software,2
701,22,Caneel Group,NJ,Gibbsboro,Philadelphia,645.4948,6225075,Financial Services,2
702,70,Wellness Corporate Solutions,MD,Bethesda,,643.7388,12645835,Health,3
703,26,Ready Set Rocket,NY,New York,New York City,643.7046,3071500,Advertising & Marketing,1
704,15,Orchestra Software,OR,Beaverton,Portland OR,642.7348,2389712,Software,1
705,44,Soft-Con Enterprises,MD,Hyattsville,Washington DC,642.4791,5331000,IT Services,2
706,12,NovelASPect.com,CA,San Mateo,San Francisco,641.7848,2439374,IT Services,1
707,10,Mesh Systems,IN,Carmel,Indianapolis IN,639.6098,3339708,Software,1
708,40,Analytic Strategies,VA,Vienna,Washington DC,639.2661,6254797,Government Services,3
709,33,Envy,FL,Orlando,Orlando FL,639.255,3538836,Software,1
710,35,Citadel Insurance Services,UT,American Fork,Provo-Orem UT,636.8058,5935015,Insurance,3
711,22,Infosemantics,TX,Flower Mound,Dallas,636.415,8556885,IT Services,3
712,1321,FCi Federal,VA,Ashburn,Washington DC,636.3012,82174972,Government Services,3
713,44,Cortello Salon,FL,Jacksonville Beach,Jacksonville FL,635.7843,3002000,Consumer Products & Services,1
714,77,Akvarr,VA,Fairfax,Washington DC,635.6507,7966001,IT Services,2
715,12,The Logistics Store,MO,Liberty,Kansas City MO-KS,635.6307,11314000,Logistics & Transportation,2
716,11,Military Resale Solutions,VA,Chesapeake,Virginia Beach-Norfolk-Newport News VA-NC,635.0951,11873410,Government Services,1
717,280,Medical Staffing Options,OH,Westerville,Columbus OH,633.1632,6436000,Health,2
718,65,FluidEdge Consulting,PA,Malvern,Philadelphia,632.0224,14015199,Health,3
719,41,Synergy Wireless Solutions,VA,Herndon,Washington DC,630.2941,4966000,Telecommunications,1
720,389,Pangea Properties,IL,Chicago,Chicago,629.4485,50310623,Real Estate,2
721,20,Cradle Solution,TX,Houston,Houston,629.1243,5167676,Software,2
722,20,Gravity Media,NY,New York,New York City,628.9613,19106076,Advertising & Marketing,2
723,160,Janrain,OR,Portland,Portland OR,628.4916,9994679,Software,3
724,50,ContextMedia,IL,Chicago,Chicago,628.3347,15101896,Health,2
725,181,rateGenius,TX,Austin,Austin,628.3077,32262219,Financial Services,1
726,225,OnDeck,NY,New York,New York City,627.4912,65249287,Financial Services,3
727,37,GarbageMan A Green Company,MN,Plymouth,Minneapolis,627.3715,18042465,Environmental Services,3
728,12,Transportation Impact,NC,Emerald Isle,Morehead City NC,627.0258,7080133,Logistics & Transportation,2
729,69,Dynamic Recycling,WI,La Crosse,La Crosse WI-MN,626.046,22655060,Manufacturing,3
730,5,Odyssey Telecommunications,NY,Colden,Buffalo-Niagara Falls NY,626.0393,4141568,Telecommunications,2
731,13,Ruston Properties,LA,Baton Rouge,Baton Rouge LA,625.002,2764331,Real Estate,1
732,206,TeleWorld Solutions,VA,Chantilly,,624.9398,18051000,Telecommunications,1
733,26,King Memory,OH,Columbus,Columbus OH,623.7918,2386964,Computer Hardware,1
734,22,Security America Mortgage,TX,Houston,Houston,623.7707,2829654,Financial Services,1
735,48,C-4 Analytics,MA,Saugus,Boston,622.6595,7228351,Advertising & Marketing,2
736,351,Synowledge,CT,Stamford,Bridgeport-Stamford-Norwalk CT,622.0339,12780000,Health,2
737,80,Patient Engagement Advisors,AL,Birmingham,Birmingham-Hoover AL,621.0949,3832670,Health,2
738,12,Body Armor Outlet,NH,Salem,Boston,619.8047,2410806,Government Services,1
739,288,Private Label Nutraceuticals,GA,Norcross,Atlanta,619.6253,47556495,Consumer Products & Services,2
740,54,Data Systems Integration Group,OH,Dublin,Columbus OH,619.2321,4732324,IT Services,2
741,300,WeddingWire,MD,Chevy Chase,Washington DC,618.2626,33978870,Consumer Products & Services,3
742,12,Hotels for Hope,TX,Austin,Austin,615.2858,2029602,Travel & Hospitality,1
743,58,HostVentures.com,MD,White Marsh,Baltimore,612.5349,12548324,IT Services,2
744,10,VetInternetCo.com,AL,Union Grove,Albertville AL,612.5239,3112896,Retail,1
745,42,Defense Point Security,VA,Alexandria,Washington DC,611.4269,6649828,Security,1
746,6,Oakmont Home Builders,NC,Charlotte,Charlotte,610.7521,28865911,Construction,1
747,17,Riders Needs,IL,Chicago,Chicago,610.1286,6477942,Retail,1
748,9,Dependable Transportation,IL,Mattoon,Charleston-Mattoon IL,609.9083,6626625,Logistics & Transportation,1
749,18,Channel Partners,MN,Maple Grove,Minneapolis,608.2786,3673990,Financial Services,2
750,150,CentraLite Systems,AL,Mobile,Mobile AL,608.1774,20530862,Consumer Products & Services,1
751,272,Skava,CA,San Francisco,San Francisco,608.047,22892356,Software,2
752,62,Apartment List,CA,San Francisco,San Francisco,607.1018,17225000,Real Estate,2
753,105,L&E Research,NC,Raleigh,Raleigh-Cary NC,606.2238,4657984,Advertising & Marketing,1
754,65,Syntegrity Networks,WA,Seattle,Seattle,605.3033,7634619,Security,1
755,12,Transportation One,IL,Chicago,Chicago,605.1115,7099620,Logistics & Transportation,1
756,25,Quantum Networks,NY,New York,New York City,603.0933,22950287,Consumer Products & Services,3
757,58,Etouches,CT,Norwalk,Bridgeport-Stamford-Norwalk CT,603.0568,8050000,Software,3
758,15,CarePatrol Franchise Systems,AZ,Gilbert,Phoenix,602.7368,2400830,Health,1
759,31,Evista Environmental Health Systems,CA,Newport Beach,Los Angeles,602.1417,3714119,Environmental Services,1
760,24,viaForensics,IL,Oak Park,Chicago,600.4515,3103000,Security,1
761,227,TalkingRain,WA,Preston,Seattle,597.5722,261614467,Food & Beverage,1
762,139,Eagle Ray,VA,Chantilly,Washington DC,597.3384,30287116,Government Services,1
763,500,HCTec Partners,TN,Franklin,Nashville,597.0441,69820220,Health,2
764,86,Solomon Group,LA,New Orleans,New Orleans-Metairie-Kenner LA,596.389,13417459,Media,1
765,891,Episource,CA,La Palma,Los Angeles,596.3459,12796344,Health,2
766,122,Quality In Real Time,NY,Floral Park,New York City,594.272,4913030,Health,2
767,72,Clinovations,DC,Washington,Washington DC,594.0254,24906544,Health,2
768,87,Abstrakt Marketing Group,MO,St. Louis,St. Louis MO-IL,592.9752,7462345,Advertising & Marketing,1
769,205,Landpoint,LA,Bossier City,Shreveport-Bossier City LA,592.9637,32992000,Engineering,3
770,21,John Pomp Studios,PA,Philadelphia,Philadelphia,592.2491,2597464,Manufacturing,1
771,70,Premier Lifestyle Management,MD,Upper Marlboro,Washington DC,591.7163,2513697,Business Products & Services,1
772,180,Titan Protection and Consulting,KS,Overland Park,Kansas City MO-KS,591.1261,3197640,Security,2
773,488,Systems Made Simple,NY,Syracuse,Syracuse NY,590.9661,278715000,IT Services,6
774,4,WebMechanix,MD,Columbia,Baltimore,589.9941,2447285,Advertising & Marketing,1
775,77,Projekt202,TX,Addison,Dallas,589.6828,13303077,Software,4
776,53,Renova Energy,CA,Palm Desert,Riverside-San Bernardino-Ontario CA,588.5086,8448000,Energy,2
777,520,Aerohive Networks,CA,Sunnyvale,San Jose,586.4548,107135000,Software,1
778,270,Coast Professional,LA,West Monroe,Monroe LA,584.6491,38567736,Financial Services,3
779,44,CarGurus,MA,Cambridge,Boston,583.3935,22367327,Consumer Products & Services,4
780,18,Renegade Furniture Group,NY,Cedarhurst,New York City,582.9567,12396770,Retail,2
781,77,tap|QA,MN,St. Louis Park,Minneapolis,581.8796,7743350,IT Services,1
782,36,Noribachi,CA,Hawthorne,Los Angeles,580.9933,10189784,Manufacturing,1
783,194,InDemand Interpreting,WA,Tukwila,Seattle,580.59,6361740,Health,3
784,20,C1S Group,TX,Dallas,Dallas,580.2478,9415337,Engineering,1
785,11,Sustainable Supply,CO,Broomfield,Denver,580.2312,5884000,Retail,2
786,14,Guardian Network Solutions,TX,Fort Worth,Dallas,579.5961,2518760,Security,1
787,25,Two Toasters,NC,Durham,Durham NC,579.3053,3119696,Software,1
788,36,Karvakko Engineering,MN,Bemidji,Bemidji MN,579.1398,3158000,Engineering,1
789,205,DayNine Consulting,CA,Pleasanton,San Francisco,579.0108,26460806,Business Products & Services,1
790,17,Interactyx,FL,Bonita Springs,Naples-Marco Island FL,578.7712,2139066,Software,1
791,35,Burgos Group,NM,Albuquerque,Albuquerque NM,576.6209,5546546,Government Services,1
792,39,JW Michaels,NY,New York,New York City,575.858,9072576,Business Products & Services,1
793,39,ISBX,CA,Los Angeles,Los Angeles,575.1112,5700126,Software,2
794,130,The Hermitage Club,VT,West Dover,,575.0775,11750804,Travel & Hospitality,1
795,30,Black Lotus Communications,CA,San Francisco,San Francisco,573.6728,3998221,IT Services,2
796,71,24Hr HomeCare,CA,El Segundo,Los Angeles,573.3442,29146106,Health,2
797,70,Early Growth Financial Services,CA,San Jose,San Jose,573.1327,4188467,Financial Services,1
798,85,Vets First Choice,ME,Portland,Portland-South Portland-Biddeford ME,572.9642,18687349,Business Products & Services,3
799,27,Chargebacks911,FL,Clearwater,Tampa,572.4665,8076349,Financial Services,1
800,31,Fitness On Request,MN,Maple Grove,Minneapolis,568.9846,6315034,Health,2
801,36,Bonterra Solar,HI,Honolulu,Honolulu HI,568.2731,11648000,Energy,1
802,45,Vista Imaging Services,CA,El Dorado Hills,Sacramento--Arden-Arcade--Roseville CA,566.98,25926420,Health,5
803,57,Blue Acorn,SC,Charleston,Charleston-North Charleston SC,566.1181,3500364,IT Services,2
804,75,Kore1,CA,Irvine,Los Angeles,565.5901,5358000,IT Services,2
805,21,QualityFlooring4Less.com,CA,San Francisco,San Francisco,564.9172,19865400,Consumer Products & Services,2
806,19,Phenom Software,CA,Irvine,Los Angeles,563.495,2739113,IT Services,1
807,23,Footage Firm,VA,Reston,Washington DC,563.2463,12996000,Media,3
808,48,YOU Technology,CA,South San Francisco,San Francisco,562.6951,19745471,Advertising & Marketing,1
809,229,TubeMogul,CA,Emeryville,San Francisco,561.9692,57214000,Advertising & Marketing,3
810,101,RailPros Field Services,CA,Irvine,Los Angeles,561.8955,10485940,Engineering,1
811,1387,Amerit Fleet Solutions,CA,Walnut Creek,San Francisco,561.4984,100933004,Logistics & Transportation,1
812,32,Owens Harkey Advertising,AZ,Phoenix,Phoenix,561.3773,5804181,Advertising & Marketing,2
813,14,REPAY,GA,Atlanta,Atlanta,559.6937,22089508,Financial Services,4
814,269,Mutual Mobile,TX,Austin,Austin,558.4265,33328639,Software,1
815,207,OGSystems,VA,Chantilly,Washington DC,558.3478,55591774,Government Services,3
816,259,Saalex Solutions,CA,Camarillo,Oxnard-Thousand Oaks-Ventura CA,558.3541,35495269,Government Services,1
817,57,EHS Support,PA,Pittsburgh,Pittsburgh PA,558.2905,12302640,Environmental Services,1
818,14,3BL Media,MA,Northampton,Springfield MA,554.5255,2000590,Media,1
819,148,Brown & Pipkins,GA,Atlanta,Atlanta,554.0015,3128678,Government Services,1
820,27,J2 Solutions,PA,King of Prussia,Philadelphia,553.9331,2804268,IT Services,1
821,351,Argo Marketing Group,ME,Lewiston,Lewiston-Auburn ME,553.0304,10435138,Telecommunications,2
822,153,HH Global,IL,Vernon Hills,Chicago,552.5357,101932804,Advertising & Marketing,1
823,60,Dream Finders Homes,FL,Orange Park,Jacksonville FL,552.2568,84865345,Real Estate,4
824,33,Sovereign Lending Group,CA,Irvine,Los Angeles,552.2178,6571994,Financial Services,2
825,284,Kareo,CA,Irvine,Los Angeles,551.7195,30018046,Software,3
826,10,Sustainment Solutions,KY,Lancaster,Danville KY,551.4629,10077629,Security,1
827,100,Holland Square Group,TN,Franklin,Nashville,551.3764,14643736,IT Services,1
828,8,24hrs Deals,FL,Deerfield Beach,Miami,549.6837,4509578,Consumer Products & Services,1
829,51,Altitude Digital,CO,Denver,Denver,549.2299,21903400,Advertising & Marketing,3
830,140,Sq1,TX,Dallas,Dallas,548.6604,11057000,Advertising & Marketing,1
831,25,Cardinal Web Solutions,GA,Norcross,Atlanta,548.5768,2219968,Advertising & Marketing,1
832,25,The Darton Group,NC,Charlotte,Charlotte,548.302,7112016,Business Products & Services,2
833,157,MentorMate,MN,Minneapolis,Minneapolis,545.4473,9599144,Software,3
834,15,Bannockburn Global Forex,OH,Cincinnati,Cincinnati,544.899,4224785,Financial Services,1
835,12,Technossus,CA,Irvine,Los Angeles,544.364,6231000,Software,2
836,98,Cadatasoft,TX,Dallas,Dallas,541.6647,9424046,Software,1
837,39,180,IL,Naperville,Chicago,541.2336,4620178,Engineering,1
838,31,Platinum Drive Realty,NY,Scarsdale,New York City,540.6522,2263373,Real Estate,1
839,55,Neos Consulting Group,TX,Austin,Austin,539.7169,11055671,IT Services,1
840,36,LenCred,NJ,Blackwood,Philadelphia,536.4412,3500936,Financial Services,2
841,41,Old Town IT,VA,Alexandria,Washington DC,535.5481,5836442,Software,3
842,21,Macedon Technologies,VA,Reston,Washington DC,535.2888,4536470,IT Services,1
843,88,Rise Interactive,IL,Chicago,Chicago,534.5245,31428000,Advertising & Marketing,5
844,13,Total Apps,CA,Aliso Viejo,Los Angeles,533.6947,3419898,Financial Services,2
845,5,Paramount Business Jets,VA,Leesburg,Washington DC,531.5743,5374078,Travel & Hospitality,2
846,45,Veteran Corps of America,IL,O'Fallon,St. Louis MO-IL,530.9633,15598630,Government Services,5
847,23,Beekeeper Group,DC,Washington,Washington DC,530.6246,3891818,Advertising & Marketing,1
848,31,NTP Wireless,IL,Chicago,Chicago,530.5351,5454526,Telecommunications,2
849,3500,ScribeAmerica,FL,Aventura,Miami,529.1066,52637800,Health,4
850,32,Sunwarrior,NV,Overton,Las Vegas-Paradise NV,528.4433,16425157,Health,3
851,10,CPC Diversified Fund,UT,Sandy,Salt Lake City,528.4243,2543824,Financial Services,1
852,218,Technatomy,VA,Fairfax,Washington DC,527.6771,68521887,Government Services,6
853,42,Atlas RFID Solutions,AL,Birmingham,Birmingham-Hoover AL,527.6727,8600378,Software,3
854,17,Wholesale Warranties,CA,San Diego,San Diego,527.0349,4181558,Insurance,1
855,135,LABUR Professional Staffing,MA,Boston,Boston,526.9266,6915000,Human Resources,1
856,174,JetSuite,CA,Irvine,Los Angeles,526.7349,46510000,Logistics & Transportation,1
857,85,Appia,NC,Durham,Durham NC,525.8844,46353000,Advertising & Marketing,2
858,20,Sun Broadcast Group,NY,New York,New York City,525.8443,4709929,Media,1
859,25,The FlexPro Group,PA,Plymouth Meeting,Philadelphia,525.4941,6330000,Health,3
860,7,DevelopIntelligence,CO,Boulder,Boulder CO,524.7026,2046307,Education,1
861,14,Sandlapper Securities,SC,Greenville,Greenville-Mauldin-Easley SC,524.4268,5973448,Financial Services,2
862,640,Four Foods Group Holdings,UT,American Fork,Provo-Orem UT,523.773,37364000,Food & Beverage,3
863,41,Edge Homes,UT,Orem,Provo-Orem UT,523.4011,112782895,Construction,3
864,46,Haris Design & Construction,MD,Germantown,Washington DC,519.923,18656198,Government Services,1
865,7,Landmark,DE,Dover,Dover DE,519.7045,3783730,Construction,1
866,84,Adora,NC,High Point,Thomasville-Lexington NC,518.606,2545867,Retail,2
867,255,Sundance Healthcare,TX,Arlington,Dallas,518.2484,18566000,Health,2
868,2,Toussaint and Company,IN,Carmel,Indianapolis IN,517.8956,2037758,Human Resources,2
869,48,CompuGroup Technologies,PA,Pittsburgh,Pittsburgh PA,516.3868,3754067,IT Services,1
870,26,DaVinciTek,NJ,Morristown,New York City,516.2734,2534782,IT Services,1
871,22,Isom Global Strategies,DC,Washington,Washington DC,516.23,2416515,Advertising & Marketing,1
872,15,ShoeCenter.com,NJ,Dunellen,New York City,516.1029,4189500,Retail,1
873,38,NetImpact Strategies,VA,Chantilly,Washington DC,513.7631,7967829,Government Services,1
874,1900,Staffworks Group,MI,Southfield,Detroit,513.6562,33702000,Human Resources,2
875,7,OSSCube,TX,Austin,Austin,513.3923,4472090,IT Services,1
876,36,RPI Consultants,MD,Baltimore,Baltimore,512.4666,9489503,IT Services,1
877,20,Meridian Pacific Properties,CA,San Marcos,San Diego,512.3287,13415944,Real Estate,3
878,145,National Corporate Housing,VA,Herndon,Washington DC,511.3696,92121708,Travel & Hospitality,2
879,518,21c Museum Hotels,KY,Louisville,Louisville/Jefferson KY-IN,510.7169,4298085,Travel & Hospitality,2
880,70,Procore Technologies,CA,Carpinteria,Santa Barbara-Santa Maria-Goleta CA,510.3734,9454324,Software,3
881,40,New River Systems,VA,Sterling,Washington DC,510.3102,16007887,Government Services,2
882,90,Moguldom Media Group,FL,Fort Lauderdale,Miami,510.1143,15377405,Media,2
883,20,Gabby,AL,Montevallo,Birmingham-Hoover AL,508.3333,8760000,Consumer Products & Services,1
884,38,Advanced Systems Engineering,VA,Reston,Washington DC,506.3546,6117408,IT Services,4
885,61,KeepCalling,GA,Atlanta,Atlanta,505.6375,41025000,Telecommunications,4
886,26,The Cassina Group,SC,Mount Pleasant,Charleston-North Charleston SC,504.9494,4106614,Real Estate,1
887,124,Applause,MA,Framingham,Boston,503.4974,24158000,Business Products & Services,3
888,75,Internet Marketing,CA,San Diego,San Diego,503.4604,17816391,Advertising & Marketing,3
889,22,Olo,NY,New York,New York City,503.0898,3495032,Software,1
890,31,GameSim,FL,Orlando,Orlando FL,502.6457,3618809,Software,2
891,79,Noah Consulting,TX,Houston,Houston,501.942,28672419,Business Products & Services,2
892,25,Ken Systems,VA,Herndon,Washington DC,501.1975,2504595,IT Services,1
893,8,OneTaste,CA,San Francisco,San Francisco,500.3115,4220190,Education,1
894,34,Fresh Healthy Vending International,CA,San Diego,San Diego,499.9799,4865837,Food & Beverage,1
895,30,Solar Alternatives,LA,New Orleans,New Orleans-Metairie-Kenner LA,499.1678,3541675,Energy,1
896,22,ZEV Technologies,CA,Oxnard,Oxnard-Thousand Oaks-Ventura CA,498.9379,3574036,Consumer Products & Services,1
897,150,Private Prep,NY,New York,New York City,498.5253,4424658,Education,2
898,108,Johnson Security Bureau,NY,Bronx,New York City,497.0153,3242862,Security,1
899,28,Steubenville Pike Auto,PA,Robinson Township,Pittsburgh PA,496.8801,2033087,Retail,1
900,29,AccuLynx,WI,Beloit,Janesville WI,496.605,3590530,Software,1
901,10,Kitewire,VA,Arlington,Washington DC,496.5669,2245114,Software,1
902,830,Cielo,WI,Brookfield,Milwaukee-Waukesha-West Allis WI,495.7125,103511000,Business Products & Services,1
903,50,Arocon Roofing and Construction,MD,Westminster,Baltimore,495.5408,9949700,Construction,2
904,62,North Florida Field Services,FL,Jacksonville,Jacksonville FL,495.4157,28574000,Construction,2
905,70,Panopto,PA,Pittsburgh,Pittsburgh PA,494.74,9346589,Software,1
906,55,Landmark Network,CA,North Hollywood,Los Angeles,494.5792,9421560,Real Estate,3
907,11,Inspiria Media,NY,White Plains,New York City,494.3653,2325282,Media,1
908,102,SalesStaff,TX,Stafford,Houston,494.18,6377726,Business Products & Services,2
909,35,3d Lacrosse,CO,Denver,Denver,492.9614,7008804,Consumer Products & Services,2
910,37,Worldwide Power Products,TX,Houston,Houston,492.5559,36567478,Energy,3
911,106,Coretek Services,MI,Farmington Hills,Detroit,492.0908,25982707,IT Services,2
912,808,JobFinders Employment Services,MO,Columbia,Columbia MO,492.0767,4699200,Human Resources,2
913,50,Kinetix Trading Solutions,NJ,Princeton,Trenton-Ewing NJ,491.7185,7389824,Financial Services,1
914,65,Cervello,MA,Boston,Boston,491.3797,11779604,IT Services,1
915,47,Swift Capital,DE,Wilmington,Philadelphia,491.1572,11703500,Financial Services,1
916,106,Jama Software,OR,Portland,Portland OR,491.1248,13009475,Software,4
917,25,Mobile Healthcare Solutions,AZ,Dewey,Prescott AZ,490.888,2062081,Health,1
918,160,Premier Management,MD,Columbia,Baltimore,490.4775,19242500,Government Services,1
919,5,ExclusiveCPA,WI,Kaukauna,Green Bay WI,490.1845,7992963,Advertising & Marketing,2
920,350,MediaMath,NY,New York,New York City,489.9209,310820958,Advertising & Marketing,2
921,50,Tower Legal Solutions,NY,New York,New York City,489.1866,83091126,Business Products & Services,2
922,4100,Dialog Direct,MI,Highland Park,Detroit,487.7011,254980000,Telecommunications,5
923,35,Mongoose Metrics,OH,Independence,Cleveland,487.55,8191428,IT Services,1
924,450,Marbles: The Brain Store,IL,Chicago,Chicago,487.1468,18912000,Retail,1
925,15,Vector Media Group,NY,New York,New York City,487.0744,2930153,Advertising & Marketing,2
926,30,C-leveled,PA,Pittsburgh,Pittsburgh PA,487.0677,2201504,Business Products & Services,1
927,12,DecisivEdge,DE,Wilmington,Philadelphia,486.0508,5403224,Financial Services,1
